Region,Local_Authority,Ref,School_name,School_type,Gender_info,All_A_levels_students,A_level_maths_percent_all,A_level_further_maths_percent_all,A_level_biological_sciences_percent_all,A_level_chemistry_percent_all,A_level_physics_percent_all,A_level_computer_sciences_percent_all,Female A levels students,A_level_maths_percent_female,A_level_further_maths_percent_female,A_level_biological_sciences_percent_female,A_level_chemistry_percent_female,A_level_physics_percent_female,A_level_computer_sciences_percent_female,Male_A_levels_students,A_level_Maths_percent_male,A_level_further_maths_percent_male,A_level_biological_sciences_percent_male,A_level_chemistry_percent_male,A_level_physics_percent_male,A_level_computer_sciences_percent_male
South West,Gloucestershire,136623,Chosen Hill School,Academy converter - mainstream,MIXED,94,7.4,1.1,23.4,9.6,8.5,13.8,46,2.2,0,26.1,6.5,2.2,2.2,48,12.5,2.1,20.8,12.5,14.6,25
South West,Gloucestershire,137634,Churchdown School,Academy converter - mainstream,MIXED,72,9.7,0,16.7,11.1,8.3,0,37,2.7,0,24.3,16.2,2.7,0,35,17.1,0,8.6,5.7,14.3,0
South West,Gloucestershire,130686,Cirencester College,Sixth Form College,MIXED,882,15.2,2.3,14.3,9.1,5.6,4.8,511,8.8,0.8,15.9,9.6,1.8,0.4,371,24,4.3,12.1,8.4,10.8,10.8
South West,Gloucestershire,136772,Cleeve School,Academy converter - mainstream,MIXED,124,16.9,1.6,18.5,12.1,7.3,8.1,61,4.9,0,19.7,9.8,0,1.6,63,28.6,3.2,17.5,14.3,14.3,14.3
South West,Gloucestershire,115797,Dean Close School,Independent school,MIXED,88,36.4,6.8,22.7,18.2,19.3,6.8,35,31.4,0,31.4,28.6,8.6,2.9,53,39.6,11.3,17,11.3,26.4,9.4
South West,Gloucestershire,137387,Dene Magna School,Academy converter - mainstream,MIXED,77,31.2,3.9,45.5,11.7,13,15.6,41,22,2.4,56.1,17.1,4.9,0,36,41.7,5.6,33.3,5.6,22.2,33.3
South West,Gloucestershire,136666,Denmark Road High School,Academy converter - mainstream,MIXED,116,24.1,2.6,44,24.1,6.9,6.9,106,23.6,2.8,44.3,25.5,7.5,5.7,10,30,0,40,10,0,20
South West,Gloucestershire,137097,Farmor's School,Academy converter - mainstream,MIXED,92,15.2,5.4,22.8,8.7,6.5,2.2,52,11.5,3.8,26.9,5.8,3.8,1.9,40,20,7.5,17.5,12.5,10,2.5
South West,Gloucestershire,130683,Gloucestershire College,General Further Education College,MIXED,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
South West,Gloucestershire,146555,Hartpury College,Agriculture and Horticulture College,MIXED,109,26.6,0,44,14.7,11.9,0,63,20.6,0,52.4,22.2,7.9,0,46,34.8,0,32.6,4.3,17.4,0
South West,Gloucestershire,147300,Holmleigh Park High School,Academy sponsor led,MIXED,44,36.4,13.6,31.8,13.6,20.5,0,27,25.9,7.4,33.3,11.1,11.1,0,17,52.9,23.5,29.4,17.6,35.3,0
South West,Gloucestershire,137033,Katharine Lady Berkeley's School,Academy converter - mainstream,MIXED,138,31.9,5.8,29.7,20.3,18.1,0,77,32.5,6.5,33.8,23.4,14.3,0,61,31.1,4.9,24.6,16.4,23,0
South West,Gloucestershire,137123,Marling School,Academy converter - mainstream,MIXED,231,35.1,7.4,32.5,22.9,16,9.1,70,14.3,1.4,32.9,21.4,2.9,1.4,161,44.1,9.9,32.3,23.6,21.7,12.4
South West,Gloucestershire,138746,Newent Community School and Sixth Form Centre,Academy converter - mainstream,MIXED,64,31.3,1.6,21.9,10.9,20.3,6.3,29,24.1,0,20.7,13.8,6.9,0,35,37.1,2.9,22.9,8.6,31.4,11.4
South West,Gloucestershire,134463,OneSchool Global UK - Gloucester,Independent school,MIXED,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
South West,Gloucestershire,138871,OneSchoolGlobal Bristol Campus,Independent school,MIXED,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Gloucestershire,136353,Pate's Grammar School,Academy converter - mainstream,MIXED,240,58.8,18.3,40,47.9,22.9,7.9,128,45.3,12.5,48.4,53.9,9.4,4.7,112,74.1,25,30.4,41.1,38.4,11.6
South West,Gloucestershire,115758,Rednock School,Foundation school,MIXED,60,15,3.3,11.7,10,10,0,26,0,0,15.4,3.8,0,0,34,26.5,5.9,8.8,14.7,17.6,0
South West,Gloucestershire,115787,Rendcomb College,Independent school,MIXED,30,26.7,6.7,23.3,13.3,3.3,13.3,14,28.6,0,35.7,7.1,0,0,16,25,12.5,12.5,18.8,6.3,25
South West,Gloucestershire,136767,Ribston Hall High School,Academy converter - mainstream,MIXED,88,15.9,0,35.2,27.3,6.8,2.3,80,15,0,35,28.8,6.3,2.5,8,25,0,37.5,12.5,12.5,0
South West,Gloucestershire,144761,SGS Berkeley Green UTC,UTC,MIXED,30,63.3,10,0,10,23.3,53.3,0,0,0,0,0,0,0,30,63.3,10,0,10,23.3,53.3
South West,Gloucestershire,136306,Sir Thomas Rich's School,Academy converter - mainstream,MIXED,196,51,7.7,36.7,33.7,31.6,8.2,58,41.4,0,53.4,39.7,12.1,3.4,138,55.1,10.9,29.7,31.2,39.9,10.1
South West,Gloucestershire,115794,St Edward's School,Independent school,MIXED,26,23.1,7.7,38.5,7.7,15.4,7.7,12,16.7,0,25,8.3,8.3,0,14,28.6,14.3,50,7.1,21.4,14.3
South West,Gloucestershire,136982,St Peter's Catholic High School and Sixth Form Centre,Academy converter - mainstream,MIXED,111,9,0,14.4,9.9,8.1,6.3,61,3.3,0,18,9.8,1.6,0,50,16,0,10,10,16,14
South West,Gloucestershire,136874,Stroud High School,Academy converter - mainstream,MIXED,126,25.4,1.6,42.1,27,7.9,3.2,123,24.4,1.6,42.3,26.8,7.3,2.4,3,66.7,0,33.3,33.3,33.3,33.3
South West,Gloucestershire,137752,Tewkesbury Academy,Academy converter - mainstream,MIXED,68,26.5,0,8.8,10.3,11.8,17.6,36,13.9,0,11.1,11.1,0,2.8,32,40.6,0,6.3,9.4,25,34.4
South West,Gloucestershire,136292,The Cotswold Academy,Academy converter - mainstream,MIXED,126,23,1.6,20.6,18.3,11.1,4.8,82,12.2,1.2,23.2,15.9,0,0,44,43.2,2.3,15.9,22.7,31.8,13.6
South West,Gloucestershire,136578,The Crypt School,Academy converter - mainstream,MIXED,160,43.8,10,26.9,30,19.4,9.4,30,33.3,0,40,33.3,3.3,0,130,46.2,12.3,23.8,29.2,23.1,11.5
South West,Gloucestershire,115780,"The King's School, Gloucester",Independent school,MIXED,62,29,4.8,24.2,14.5,16.1,19.4,32,12.5,0,15.6,9.4,9.4,6.3,30,46.7,10,33.3,20,23.3,33.3
South West,Gloucestershire,115789,Westonbirt School,Independent school,MIXED,44,15.9,6.8,13.6,13.6,9.1,4.5,34,11.8,5.9,14.7,17.6,2.9,2.9,10,30,10,10,0,30,10
South West,Gloucestershire,143018,Wotton House International School Gloucestershire,Independent school,MIXED,4,25,0,0,0,0,0,1,100,0,0,0,0,0,3,0,0,0,0,0,0
South West,Gloucestershire,115788,Wycliffe College,Independent school,MIXED,77,20.8,0,24.7,16.9,13,2.6,40,17.5,0,30,17.5,7.5,0,37,24.3,0,18.9,16.2,18.9,5.4
South West,Gloucestershire,137382,Wyedean School and Sixth Form Centre,Academy converter - mainstream,MIXED,98,19.4,5.1,11.2,8.2,14.3,15.3,49,14.3,6.1,12.2,6.1,8.2,2,49,24.5,4.1,10.2,10.2,20.4,28.6
South West,North Somerset,136722,Backwell School,Academy converter - mainstream,MIXED,189,29.1,1.6,20.1,14.8,12.7,8.5,95,23.2,1.1,26.3,15.8,0,0,94,35.1,2.1,13.8,13.8,25.5,17
South West,North Somerset,137000,Churchill Academy & Sixth Form,Academy converter - mainstream,MIXED,170,26.5,5.9,15.3,12.4,12.9,0,82,18.3,2.4,20.7,11,2.4,0,88,34.1,9.1,10.2,13.6,22.7,0
South West,North Somerset,137884,Clevedon School,Academy converter - mainstream,MIXED,82,18.3,0,22,4.9,15.9,4.9,38,5.3,0,28.9,7.9,2.6,0,44,29.5,0,15.9,2.3,27.3,9.1
South West,North Somerset,136856,Gordano School,Academy converter - mainstream,MIXED,180,23.3,2.8,17.2,11.1,16.1,7.2,82,23.2,1.2,25.6,13.4,12.2,0,98,23.5,4.1,10.2,9.2,19.4,13.3
South West,North Somerset,138466,Nailsea School,Academy converter - mainstream,MIXED,60,13.3,3.3,6.7,5,15,0,29,3.4,3.4,10.3,0,3.4,0,31,22.6,3.2,3.2,9.7,25.8,0
South West,North Somerset,109362,Sidcot School,Independent school,MIXED,40,37.5,7.5,25,22.5,12.5,5,17,41.2,5.9,41.2,35.3,5.9,5.9,23,34.8,8.7,13,13,17.4,4.3
South West,North Somerset,142853,St Katherine's School,Academy converter - mainstream,MIXED,42,33.3,4.8,35.7,35.7,19,0,24,12.5,0,33.3,12.5,0,0,18,61.1,11.1,38.9,66.7,44.4,0
South West,North Somerset,130564,Weston College,General Further Education College,MIXED,212,17,3.3,19.8,12.3,6.1,6.1,120,6.7,1.7,20,9.2,2.5,0.8,92,30.4,5.4,19.6,16.3,10.9,13
South West,North Somerset,147350,Winterstoke Hundred Academy,Free school ? mainstream,MIXED,21,14.3,4.8,33.3,23.8,0,9.5,15,13.3,6.7,33.3,20,0,0,6,16.7,0,33.3,33.3,0,33.3
South West,Plymouth,113648,Brook Green Centre for Learning,Community special school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Plymouth,130649,City College Plymouth,General Further Education College,MIXED,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Plymouth,136558,Coombe Dean School,Academy converter - mainstream,MIXED,75,25.3,6.7,30.7,17.3,9.3,6.7,42,14.3,2.4,28.6,11.9,4.8,0,33,39.4,12.1,33.3,24.2,15.2,15.2
South West,Plymouth,136496,Devonport High School for Boys,Academy converter - mainstream,MIXED,181,37,8.3,40.3,45.9,20.4,11,46,26.1,6.5,54.3,34.8,4.3,0,135,40.7,8.9,35.6,49.6,25.9,14.8
South West,Plymouth,136588,Devonport High School for Girls,Academy converter - mainstream,MIXED,92,32.6,7.6,37,26.1,10.9,0,86,32.6,8.1,36,23.3,9.3,0,6,33.3,0,50,66.7,33.3,0
South West,Plymouth,140104,Eggbuckland Community College,Academy converter - mainstream,MIXED,42,14.3,0,4.8,4.8,2.4,0,28,14.3,0,7.1,7.1,3.6,0,14,14.3,0,0,0,0,0
South West,Plymouth,136557,Hele's School,Academy converter - mainstream,MIXED,83,22.9,0,24.1,13.3,9.6,2.4,49,24.5,0,28.6,12.2,4.1,0,34,20.6,0,17.6,14.7,17.6,5.9
South West,Plymouth,136668,Lipson Co-operative Academy,Academy converter - mainstream,MIXED,45,13.3,0,26.7,28.9,15.6,0,23,4.3,0,34.8,30.4,17.4,0,22,22.7,0,18.2,27.3,13.6,0
South West,Plymouth,147967,Marine Academy Plymouth,Academy sponsor led,MIXED,28,17.9,0,14.3,14.3,14.3,0,20,0,0,20,5,0,0,8,62.5,0,0,37.5,50,0
South West,Plymouth,140737,Notre Dame RC School,Academy converter - mainstream,MIXED,48,14.6,0,29.2,4.2,4.2,0,35,14.3,0,34.3,5.7,2.9,0,13,15.4,0,15.4,0,7.7,0
South West,Plymouth,135849,Oneschool Global Uk Plymouth Campus,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Plymouth,113609,Plymouth College,Independent school,MIXED,52,36.5,3.8,36.5,13.5,15.4,0,21,23.8,0,33.3,9.5,14.3,0,31,45.2,6.5,38.7,16.1,16.1,0
South West,Plymouth,148369,Plymouth High School for Girls,Academy converter - mainstream,MIXED,111,18,2.7,28.8,18,10.8,0.9,89,19.1,2.2,25.8,20.2,12.4,0,22,13.6,4.5,40.9,9.1,4.5,4.5
South West,Plymouth,136556,Plympton Academy,Academy converter - mainstream,MIXED,59,18.6,3.4,13.6,10.2,6.8,5.1,33,12.1,3,18.2,12.1,0,0,26,26.9,3.8,7.7,7.7,15.4,11.5
South West,Plymouth,136568,Plymstock School,Academy converter - mainstream,MIXED,82,15.9,2.4,17.1,11,9.8,14.6,54,7.4,1.9,20.4,14.8,5.6,5.6,28,32.1,3.6,10.7,3.6,17.9,32.1
South West,Plymouth,144760,Scott Medical and Healthcare College,Studio school,MIXED,19,42.1,0,94.7,73.7,0,0,12,33.3,0,91.7,66.7,0,0,7,57.1,0,100,85.7,0,0
South West,Plymouth,113533,Sir John Hunt Community Sports College,Foundation school,MIXED,19,26.3,0,5.3,5.3,0,0,14,14.3,0,7.1,7.1,0,0,5,60,0,0,0,0,0
South West,Plymouth,136626,Stoke Damerel Community College,Academy converter - mainstream,MIXED,40,22.5,0,42.5,22.5,10,12.5,21,4.8,0,42.9,9.5,0,4.8,19,42.1,0,42.1,36.8,21.1,21.1
South West,Plymouth,137206,Tor Bridge High,Academy converter - mainstream,MIXED,56,17.9,0,14.3,12.5,14.3,0,39,5.1,0,17.9,15.4,5.1,0,17,47.1,0,5.9,5.9,35.3,0
South West,Plymouth,146560,UTC Plymouth,UTC,MIXED,9,100,0,0,0,0,0,1,100,0,0,0,0,0,8,100,0,0,0,0,0
South West,Somerset,130803,Bridgwater and Taunton College,General Further Education College,MIXED,148,19.6,3.4,23.6,12.8,8.1,2.7,87,6.9,1.1,29.9,12.6,4.6,1.1,61,37.7,6.6,14.8,13.1,13.1,4.9
South West,Somerset,123910,Downside School,Independent school,MIXED,50,36,2,16,12,14,4,25,32,0,24,12,4,0,25,40,4,8,12,24,8
South West,Somerset,123862,Frome Community College,Community school,MIXED,120,22.5,3.3,13.3,15,10,9.2,64,14.1,1.6,20.3,12.5,1.6,0,56,32.1,5.4,5.4,17.9,19.6,19.6
South West,Somerset,123883,Heathfield Community School,Community school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Somerset,136295,Holyrood Academy,Academy converter - mainstream,MIXED,65,10.8,3.1,7.7,13.8,3.1,7.7,32,6.3,0,6.3,6.3,3.1,0,33,15.2,6.1,9.1,21.2,3,15.2
South West,Somerset,136294,Huish Episcopi Academy,Academy converter - mainstream,MIXED,59,30.5,6.8,32.2,5.1,13.6,5.1,33,18.2,0,42.4,6.1,3,0,26,46.2,15.4,19.2,3.8,26.9,11.5
South West,Somerset,123905,King's Bruton,Independent school,MIXED,64,23.4,6.3,20.3,7.8,17.2,0,31,12.9,3.2,25.8,3.2,6.5,0,33,33.3,9.1,15.2,12.1,27.3,0
South West,Somerset,123912,King's College Taunton,Independent school,MIXED,84,38.1,4.8,26.2,21.4,15.5,0,35,20,5.7,28.6,20,5.7,0,49,51,4.1,24.5,22.4,22.4,0
South West,Somerset,123911,Millfield School,Independent school,MIXED,258,29.5,3.1,14.7,10.9,12.4,0,126,25.4,1.6,21.4,13.5,6.3,0,132,33.3,4.5,8.3,8.3,18.2,0
South West,Somerset,123913,Queen's College,Independent school,MIXED,52,46.2,5.8,26.9,21.2,21.2,1.9,28,32.1,3.6,35.7,21.4,7.1,3.6,24,62.5,8.3,16.7,20.8,37.5,0
South West,Somerset,148791,Richard Huish College,Academy 16-19 converter,MIXED,657,23,1.8,21.2,15.2,8.2,4.3,356,14.3,1.1,24.7,15.2,2.5,0.3,301,33.2,2.7,16.9,15.3,15,9
South West,Somerset,137313,Sexey's School,Academy converter - mainstream,MIXED,52,34.6,9.6,26.9,19.2,25,0,27,14.8,3.7,22.2,18.5,7.4,0,25,56,16,32,20,44,0
South West,Somerset,130806,Strode College,General Further Education College,MIXED,299,16.7,4.7,19.7,13.4,7.7,4,173,8.7,1.7,22.5,14.5,1.2,0,126,27.8,8.7,15.9,11.9,16.7,9.5
South West,Somerset,123914,Taunton School,Independent school,MIXED,94,31.9,5.3,19.1,13.8,11.7,0,37,29.7,5.4,27,21.6,8.1,0,57,33.3,5.3,14,8.8,14,0
South West,Somerset,137285,The Blue School,Academy converter - mainstream,MIXED,107,29.9,3.7,17.8,10.3,15.9,0,55,16.4,0,23.6,12.7,7.3,0,52,44.2,7.7,11.5,7.7,25,0
South West,Somerset,146439,The King Alfred School an Academy,Academy sponsor led,MIXED,74,21.6,5.4,23,17.6,5.4,14.9,38,10.5,2.6,28.9,13.2,2.6,0,36,33.3,8.3,16.7,22.2,8.3,30.6
South West,Somerset,136783,The Kings of Wessex Academy,Academy converter - mainstream,MIXED,99,31.3,5.1,19.2,19.2,11.1,9.1,51,21.6,5.9,25.5,19.6,5.9,2,48,41.7,4.2,12.5,18.8,16.7,16.7
South West,Somerset,123893,Wadham School,Voluntary controlled school,MIXED,8,0,0,12.5,0,0,0,7,0,0,14.3,0,0,0,1,0,0,0,0,0,0
South West,Somerset,123930,Wellington School,Independent school,MIXED,77,33.8,6.5,24.7,23.4,14.3,2.6,35,14.3,0,22.9,20,0,0,42,50,11.9,26.2,26.2,26.2,4.8
South West,Somerset,123916,Wells Cathedral School,Independent school,MIXED,89,30.3,10.1,20.2,13.5,6.7,3.4,50,22,4,28,12,4,0,39,41,17.9,10.3,15.4,10.3,7.7
South West,Somerset,136791,West Somerset College,Academy converter - mainstream,MIXED,47,31.9,2.1,17,10.6,12.8,6.4,24,12.5,0,20.8,12.5,0,0,23,52.2,4.3,13,8.7,26.1,13
South West,Somerset,130805,Yeovil College,General Further Education College,MIXED,72,26.4,2.8,22.2,16.7,4.2,9.7,38,18.4,0,26.3,18.4,2.6,2.6,34,35.3,5.9,17.6,14.7,5.9,17.6
South West,South Gloucestershire,139067,Abbeywood Community School,Academy sponsor led,MIXED,51,25.5,3.9,11.8,21.6,11.8,3.9,32,15.6,3.1,6.3,15.6,0,0,19,42.1,5.3,21.1,31.6,31.6,10.5
South West,South Gloucestershire,137753,Bradley Stoke Community School,Academy converter - mainstream,MIXED,95,23.2,2.1,22.1,15.8,9.5,6.3,53,17,0,30.2,17,1.9,0,42,31,4.8,11.9,14.3,19,14.3
South West,South Gloucestershire,109319,Brimsham Green School,Community school,MIXED,54,18.5,1.9,29.6,18.5,9.3,0,35,14.3,2.9,42.9,22.9,0,0,19,26.3,0,5.3,10.5,26.3,0
South West,South Gloucestershire,148295,Chipping Sodbury School,Academy converter - mainstream,MIXED,37,40.5,0,21.6,18.9,18.9,0,14,35.7,0,42.9,21.4,0,0,23,43.5,0,8.7,17.4,30.4,0
South West,South Gloucestershire,142079,Digitech Studio School,Studio school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,South Gloucestershire,139345,Downend School,Academy converter - mainstream,MIXED,86,20.9,3.5,14,5.8,10.5,15.1,32,6.3,0,15.6,0,0,3.1,54,29.6,5.6,13,9.3,16.7,22.2
South West,South Gloucestershire,135295,John Cabot Academy,Academy sponsor led,MIXED,100,33,3,23,17,13,11,46,17.4,2.2,21.7,13,4.3,2.2,54,46.3,3.7,24.1,20.4,20.4,18.5
South West,South Gloucestershire,145124,Patchway Community School,Academy converter - mainstream,MIXED,10,20,0,10,10,10,30,5,20,0,20,20,0,0,5,20,0,0,0,20,60
South West,South Gloucestershire,141665,Sir Bernard Lovell Academy,Academy sponsor led,MIXED,52,19.2,1.9,11.5,5.8,7.7,5.8,31,12.9,0,9.7,3.2,0,0,21,28.6,4.8,14.3,9.5,19,14.3
South West,South Gloucestershire,139238,South Gloucestershire and Stroud College,General Further Education College,MIXED,174,12.1,3.4,8.6,5.2,5.2,0,108,9.3,1.9,6.5,4.6,2.8,0,66,16.7,6.1,12.1,6.1,9.1,0
South West,South Gloucestershire,139348,The Castle School,Academy converter - mainstream,MIXED,148,25,7.4,23.6,14.9,13.5,6.8,88,15.9,3.4,29.5,18.2,8,2.3,60,38.3,13.3,15,10,21.7,13.3
South West,South Gloucestershire,145502,Winterbourne Academy,Academy sponsor led,MIXED,143,28,9.8,19.6,14,14,5.6,64,15.6,3.1,21.9,7.8,1.6,0,79,38,15.2,17.7,19,24.1,10.1
South West,South Gloucestershire,145135,Yate Academy,Academy converter - mainstream,MIXED,25,40,4,28,20,4,0,16,43.8,0,31.3,18.8,0,0,9,33.3,11.1,22.2,22.2,11.1,0
South West,Swindon,145883,Great Western Academy,Free school ? mainstream,MIXED,51,15.7,3.9,13.7,7.8,7.8,9.8,24,4.2,0,12.5,4.2,8.3,4.2,27,25.9,7.4,14.8,11.1,7.4,14.8
South West,Swindon,137264,Lydiard Park Academy,Academy converter - mainstream,MIXED,67,14.9,3,14.9,14.9,3,7.5,36,2.8,0,16.7,13.9,0,2.8,31,29,6.5,12.9,16.1,6.5,12.9
South West,Swindon,126536,Maranatha Christian School,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Swindon,130851,New College Swindon,General Further Education College,MIXED,375,20.8,2.7,12.8,11.7,7.5,8,215,12.6,0.5,15.3,11.2,0.9,1.9,160,31.9,5.6,9.4,12.5,16.3,16.3
South West,Swindon,135364,Swindon Academy,Academy sponsor led,MIXED,42,26.2,0,19,21.4,14.3,19,23,17.4,0,26.1,21.7,8.7,13,19,36.8,0,10.5,21.1,21.1,26.3
South West,Swindon,137190,The Commonweal School,Academy converter - mainstream,MIXED,111,14.4,3.6,20.7,13.5,5.4,2.7,56,12.5,1.8,26.8,17.9,1.8,0,55,16.4,5.5,14.5,9.1,9.1,5.5
South West,Swindon,137160,The Ridgeway School & Sixth Form College,Academy converter - mainstream,MIXED,89,37.1,10.1,23.6,16.9,16.9,10.1,48,27.1,2.1,29.2,22.9,8.3,0,41,48.8,19.5,17.1,9.8,26.8,22
South West,Swindon,145155,UTC Swindon,UTC,MIXED,7,28.6,0,0,0,14.3,57.1,2,0,0,0,0,0,0,5,40,0,0,0,20,80
South West,Torbay,137755,Brixham College,Academy converter - mainstream,MIXED,41,9.8,0,22,7.3,9.8,0,26,0,0,26.9,7.7,0,0,15,26.7,0,13.3,6.7,26.7,0
South West,Torbay,136388,Churston Ferrers Grammar School Academy,Academy converter - mainstream,MIXED,123,29.3,4.1,25.2,17.9,13.8,4.9,65,16.9,4.6,24.6,18.5,4.6,0,58,43.1,3.4,25.9,17.2,24.1,10.3
South West,Torbay,130648,South Devon College,General Further Education College,MIXED,83,14.5,1.2,14.5,7.2,4.8,7.2,45,2.2,0,11.1,4.4,0,4.4,38,28.9,2.6,18.4,10.5,10.5,10.5
South West,Torbay,113551,St Cuthbert Mayne School,Voluntary aided school,MIXED,33,9.1,0,9.1,0,0,0,19,5.3,0,10.5,0,0,0,14,14.3,0,7.1,0,0,0
South West,Torbay,113526,The Spires College,Foundation school,MIXED,38,31.6,0,7.9,21.1,21.1,0,19,26.3,0,10.5,26.3,10.5,0,19,36.8,0,5.3,15.8,31.6,0
South West,Torbay,138370,Torquay Academy,Academy sponsor led,MIXED,49,28.6,6.1,44.9,24.5,18.4,0,18,11.1,0,50,44.4,0,0,31,38.7,9.7,41.9,12.9,29,0
South West,Torbay,136321,Torquay Boys' Grammar School,Academy converter - mainstream,MIXED,106,55.7,14.2,32.1,25.5,34.9,10.4,0,0,0,0,0,0,0,106,55.7,14.2,32.1,25.5,34.9,10.4
South West,Torbay,136506,Torquay Girls Grammar School,Academy converter - mainstream,GIRLS,115,28.7,3.5,31.3,27.8,7.8,0.9,115,28.7,3.5,31.3,27.8,7.8,0.9,0,0,0,0,0,0,0
South West,Wiltshire,131969,Abbeyfield School,Community school,MIXED,77,18.2,0,18.2,13,7.8,9.1,47,14.9,0,29.8,14.9,4.3,2.1,30,23.3,0,0,10,13.3,20
South West,Wiltshire,136500,Bishop Wordsworth's Church of England Grammar School,Academy converter - mainstream,MIXED,192,50.5,13.5,30.7,35.9,30.7,0,56,25,3.6,41.1,30.4,7.1,0,136,61,17.6,26.5,38.2,40.4,0
South West,Wiltshire,135486,Bishopstrow College,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Wiltshire,126532,Dauntsey's School,Independent school,MIXED,139,33.1,5.8,20.9,25.2,19.4,3.6,69,21.7,2.9,23.2,21.7,1.4,1.4,70,44.3,8.6,18.6,28.6,37.1,5.7
South West,Wiltshire,138630,Devizes School,Academy converter - mainstream,MIXED,122,13.9,3.3,22.1,10.7,6.6,0,71,9.9,1.4,19.7,8.5,2.8,0,51,19.6,5.9,25.5,13.7,11.8,0
South West,Wiltshire,126519,Godolphin School,Independent school,GIRLS,47,27.7,4.3,25.5,23.4,8.5,6.4,47,27.7,4.3,25.5,23.4,8.5,6.4,0,0,0,0,0,0,0
South West,Wiltshire,136296,Hardenhuish School,Academy converter - mainstream,MIXED,131,30.5,6.1,19.8,8.4,13,6.9,64,15.6,3.1,23.4,7.8,1.6,3.1,67,44.8,9,16.4,9,23.9,10.4
South West,Wiltshire,137230,Kingdown School,Academy converter - mainstream,MIXED,106,24.5,1.9,29.2,18.9,12.3,0,52,17.3,1.9,32.7,21.2,5.8,0,54,31.5,1.9,25.9,16.7,18.5,0
South West,Wiltshire,137650,Kingsbury Green Academy,Academy converter - mainstream,MIXED,55,29.1,7.3,10.9,7.3,7.3,0,28,25,10.7,17.9,10.7,0,0,27,33.3,3.7,3.7,3.7,14.8,0
South West,Wiltshire,137308,Malmesbury School,Academy converter - mainstream,MIXED,83,34.9,3.6,27.7,20.5,13.3,4.8,47,19.1,2.1,34,23.4,8.5,0,36,55.6,5.6,19.4,16.7,19.4,11.1
South West,Wiltshire,126516,Marlborough College,Independent school,MIXED,216,33.8,8.8,13.9,13.4,12,4.6,99,29.3,7.1,20.2,18.2,5.1,3,117,37.6,10.3,8.5,9.4,17.9,6
South West,Wiltshire,126510,Matravers School,Foundation school,MIXED,40,30,5,15,5,7.5,10,23,17.4,0,13,4.3,0,0,17,47.1,11.8,17.6,5.9,17.6,23.5
South West,Wiltshire,146344,Melksham Oak Community School,Academy converter - mainstream,MIXED,64,17.2,0,23.4,15.6,18.8,9.4,37,5.4,0,27,13.5,8.1,2.7,27,33.3,0,18.5,18.5,33.3,18.5
South West,Wiltshire,134460,Oneschool Global Uk Salisbury Campus,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Wiltshire,136911,Royal Wootton Bassett Academy,Academy converter - mainstream,MIXED,119,26.9,6.7,16.8,12.6,5.9,9.2,56,14.3,1.8,25,14.3,1.8,0,63,38.1,11.1,9.5,11.1,9.5,17.5
South West,Wiltshire,140621,Salisbury Sixth Form College,Free school ? 16-19,MIXED,106,7.5,1.9,19.8,9.4,6.6,0,76,3.9,1.3,22.4,7.9,1.3,0,30,16.7,3.3,13.3,13.3,20,0
South West,Wiltshire,136183,Sarum Academy,Academy sponsor led,MIXED,17,0,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0
South West,Wiltshire,136632,Sheldon School,Academy converter - mainstream,MIXED,146,21.2,2.7,13.7,8.2,10.3,7.5,69,8.7,0,15.9,5.8,4.3,2.9,77,32.5,5.2,11.7,10.4,15.6,11.7
South West,Wiltshire,136391,South Wilts Grammar School,Academy converter - mainstream,MIXED,178,38.2,7.3,38.2,20.8,23,4.5,132,33.3,7.6,41.7,20.5,20.5,0.8,46,52.2,6.5,28.3,21.7,30.4,15.2
South West,Wiltshire,137375,St Augustine's Catholic College,Academy converter - mainstream,MIXED,64,23.4,0,21.9,14.1,7.8,6.3,33,12.1,0,30.3,9.1,6.1,0,31,35.5,0,12.9,19.4,9.7,12.9
South West,Wiltshire,138623,St John's Marlborough,Academy converter - mainstream,MIXED,198,24.7,5.1,25.3,12.1,15.7,7.1,103,16.5,2.9,31.1,15.5,4.9,4.9,95,33.7,7.4,18.9,8.4,27.4,9.5
